TYPE_PEASANTS,,,,,,,,,,,

DEFAULT PEASANT,1000,0,1,1,1,1,2,0,,,village idiot

Peasant,1000,1.5,1,1,1,1,2,0,,,village idiot


Blacksmith,2000,2,1,1,1,1,2,0,,,village idiot
IronMiner,2000,2,1,1,1,1,2,0,,,village idiot
StoneMason,2000,2,1,1,1,1,2,0,,,village idiot
Tanner,2000,5,1,1,1,1,2,0,,,village idiot
WoodCutter,2000,5,1,1,1,1,2,0,,,village idiot
WellWorker,1000,0,1,1,1,3,8,0,,,village idiot


CarterCart,2500,0,1,1,1,2,2,0,,,village idiot,,
Oxen,500,0,1,1,1,1.5,1.5,0,,,village idiot,,
Cow,500,0,1,1,1,1,3,0,,,village idiot,,
Horse,800,0,1,1,1,4,8,0,,,village idiot,,
Chicken,100,0,1,1,1,1,3,0,,,village idiot,,
Pig,200,0,1,1,1,2,4,0,,,village idiot,,
Wolf,1200,6,0.5,1,1,2,7,0,,,village idiot,,

EmplacedDragon,0,,,,,,,,,,,,
LightCavalryHorse,0,,,,,,,,,,,,


TYPE_BUILDINGS,,,,,,,,,,,,,

Wall,,,,,,,,,,,Knight,,1
TowerStairwell,5000,,,,,,,,,,Knight,,8
TowerArthur1,20000,,short,,,,,,,,champion,,40,,,2000
TowerArthur2,30000,,tall,,,,,,,,baron,,80,,,2000
TowerArthur3,40000,,fat,,,,,,,,baron,,120,,,2000
TowerIce1,20000,,short,,,,,,,,champion,,40,,,2000
TowerIce2,30000,,tall,,,,,,,,baron,,80,,,2000
TowerIce3,40000,,fat,,,,,,,,baron,,120,,,2000
TowerEvil1,20000,,short,,,,,,,,champion,,40,,,2000
TowerEvil2,30000,,tall,,,,,,,,baron,,80,,,2000
TowerEvil3,40000,,fat,,,,,,,,baron,,120,,,2000
ArthurGateHouse,45000,,,,,,,,,,Knight,,40,,,
IceGateHouse,45000,,,,,,,,,,Knight,,40,,,
EvilGateHouse,45000,,,,,,,,,,Knight,,40,,,

Flags,,,,,,,,,,,,,,,,


Defense buildings,,,,,,,,,,,,,,

StoneBarracks,10000,,,,,,,,,,Knight,,20,
IceBuilding,10000,,,,,,,,,100,champion,,50,
SorcerersTower,10000,,,,,,,,,100,champion,,50,
Roundtable,10000,,,,,,,,,100,champion,,50,
Armoury,40000,,,,,,,,,,Knight,,20,
MasonsGuild,10000,,,,,,,,100,,champion,,20,
SiegeCamp,10000,,,,,,,,500,,Knight,,,
ManTrap,0,,,,,,,,1,,baron,10,,
KillingPit,0,,,,,,,,2,,prince,40,,
Moat,0,,,,,,,,10,,king,,,
Pitch ditch,0,,,,,,,,,,baron,,,1
MagicGarden,1000,,,,,,,,,50,king,,,
IceTunnel,10000,,,,,,,,250,,earl,,,
DispelBomb,2000,,,,,,,,,100,earl,,,




town buildings,,,,,,,,,,,,,,,


Hovel,1000,,,,,,,,,,village idiot,25,,,
Church,15000,,,,,,,,500,,champion,,100,,
Statue,3000,,,,,,,,,,baron,,,,100
Well,1000,,,,,,,,,,champion,20,,,




Food and drink buildings,,,,,,,,,,,,,,,

Granary,6000,,,,,,,,,,village idiot,
Kitchen,6000,,,,,,,,,,serf,
ChickenFarm,1000,,,,,,,,,,village idiot,20
AppleFarm,1000,,,,,,,,,,village idiot,20
DairyFarm,1000,,,,,,,,,,village idiot,15
WheatFarm,1000,,,,,,,,,,squire,25
SealHoles,1000,,,,,,,,,,village idiot,25
HopFarm,1000,,,,,,,,,,duke,25
PigFarm,1000,,,,,,,,,,serf,20
GardenersHut,1000,,,,,,,,,,serf,30
EelFarm,1000,,,,,,,,,,serf,50
Mill,2000,,,,,,,,,,squire,100
Bakery,2000,,,,,,,,,,squire,50
Vineyard,2000,,,,,,,,,,serf,40
Brewery,2000,,,,,,,,,,duke,50
Inn,2000,,,,,,,,,,duke,200
Market,2000,,,,,,,,,,prince,200

Industry Buildings,,,,,,,,,,,,

StockPile,0,,,,,,,,500,,village idiot,
Woodcamp,1000,,,,,,,,,,village idiot,20
StoneQuarry,3000,,,,,,,,,,serf,50
IronMine,3000,,,,,,,,,,squire,50
OxTether,500,,,,,,,,,,serf,15
PitchRig,1000,,,,,,,,,,baron,40
BeeHive,500,,,,,,,,,,Knight,10
ChandlerWorkshop,2000,,,,,,,,,,champion,50

CarterPost,2000,,,,,,,,,,baron,100

PoleturnerWorkshop,2000,,,,,,,,50,,Knight,50
FletcherWorkshop,2000,,,,,,,,150,,Knight,50
BlacksmithWorkshop,2000,,,,,,,,200,,earl,50
TannerWorkshop,2000,,,,,,,,50,,baron,50
ArmourerWorkshop,2000,,,,,,,,100,,champion,50




Non player built structures,,,,,,,,,,,,

BridgeX,0,,,,,,,,,,,
RuinsX,3000,,,,,,,,,,,
Signpost,0,,,,,,,,,,,
Ladder,1500,,,,,,,,,,,
Docked siege towerX,12000,,,,,,,,,,,

Village centresX,0,
KeepsX,0,
stone circleX,,

OutlawCamp,20000,
WerewolfCamp,20000,
DragonEmplacement,200000,



TYPE_TRADEDGOODS,,


Traded goods,Sell,Buy

RESOURCE_WEAPON_BOW,"15,","30,"
RESOURCE_WEAPON_CROSSBOW,"15,","30,"
RESOURCE_WEAPON_SWORD,"42,","48,"
RESOURCE_WEAPON_MACE,"42,","44,"
RESOURCE_WEAPON_PIKE,"18,","20,"
RESOURCE_WEAPON_SPEAR,"10,","15,"
RESOURCE_WEAPON_ARMOUR,"44,","50,"
RESOURCE_WEAPON_LEATHER,"12,","15,"
RESOURCE_PLANKS,"1,","2,"
RESOURCE_STONE,"2,","3,"
RESOURCE_IRON,"40,","50,"
RESOURCE_WHEAT,"8,","23,"
RESOURCE_FLOUR,"10,","32,"
RESOURCE_HOPS,"8,","15,"
RESOURCE_ALE,"10,","20,"
RESOURCE_PITCH,"8,","16,"
RESOURCE_APPLES,"4,","8,"
RESOURCE_BREAD,"4,","8,"
RESOURCE_CHEESE,"4,","8,"
RESOURCE_MEAT,"4,","8,"
RESOURCE_EELS,"4,","8,"
RESOURCE_PIG,"4,","8,"
RESOURCE_VEGETABLES,"4,","8,"
RESOURCE_WINE,"4,","8,"
RESOURCE_CANDLES,"4,","8,"
